date,channel,impression,clicks,spend,attributed_revenue,ctr,cpc,cpm,roas,spend_7d,revenue_7d
2025-05-16,Facebook,1475903,19638,15440.67,40775.59,0.013305752478313277,0.7862648945921173,10.461846069829793,2.6407914941514843,15440.67,40775.59
2025-05-17,Facebook,1677399,21777,17210.84,42695.57,0.012982599846548138,0.7903218992515039,10.260432967946207,2.4807371400814833,16325.755000000001,41735.58
2025-05-18,Facebook,1687499,23297,17492.64,46380.880000000005,0.013805637810748332,0.7508537579945915,10.366015031712612,2.6514511245872554,16714.716666666664,43284.013333333336
2025-05-19,Facebook,1600554,21285,16296.34,42482.04,0.013298520387315892,0.7656255579046277,10.181687090844795,2.6068454634598934,16610.122499999998,43083.520000000004
2025-05-20,Facebook,1642554,21760,14728.15,39414.45,0.01324766187291255,0.6768451286764706,8.966615405033869,2.6761304033432576,16233.728,42349.706
2025-05-21,Facebook,1734795,23840,18150.58,46508.97,0.01374225773074052,0.7613498322147652,10.462665617551353,2.5623958022278073,16553.203333333335,43042.916666666664
2025-05-22,Facebook,1858669,25347,15581.33,40043.08,0.01363717800210796,0.6147208742651991,8.383057983965946,2.569939793329581,16414.364285714288,42614.368571428575
2025-05-23,Facebook,1662268,22306,17741.35,44653.05,0.013419015465616855,0.7953622343764009,10.672978123864503,2.516891330141168,16743.032857142858,43168.291428571436
2025-05-24,Facebook,1814306,23800,20450.54,51635.81,0.013117963562927092,0.8592663865546218,11.271825149671555,2.524911811619644,17205.847142857143,44445.46857142857
2025-05-25,Facebook,1895796,27089,17109.46,45619.490000000005,0.014288984679786221,0.6316017571708074,9.024947831939723,2.6663313745728976,17151.10714285714,44336.69857142858
2025-05-26,Facebook,1644416,22111,17864.7,44773.07,0.013446110959757143,0.8079553163583737,10.863856834280377,2.5062312829210676,17375.158571428572,44663.98857142858
2025-05-27,Facebook,1473003,19623,15354.36,40557.05,0.013321765128787926,0.7824675126127504,10.423848423933963,2.641402832811006,17464.617142857143,44827.217142857146
2025-05-28,Facebook,2195486,28650,22933.64,60103.03,0.013049502479177731,0.8004760907504362,10.445814730770318,2.620736612242976,18147.911428571428,46769.22571428572
2025-05-29,Facebook,1889969,26086,17945.64,51222.71,0.01380234278974946,0.6879414245188991,9.4952033604784,2.854326176163124,18485.670000000002,48366.315714285716
2025-05-30,Facebook,1881567,25882,21853.42,56279.19,0.0137555558744387,0.8443481956572134,11.6144787828443,2.5753035451659287,19073.10857142857,50027.192857142865
2025-05-31,Facebook,1970971,26014,19538.88,48808.11,0.013198570653753912,0.7510909510263705,9.913326984516768,2.497999373556724,18942.87142857143,49623.235714285714
2025-06-01,Facebook,1550987,21220,14544.8,37540.74,0.013681610484162665,0.6854288407163054,9.377770413291666,2.581042021890985,18576.49142857143,48469.12857142857
2025-06-02,Facebook,1875244,25943,19793.6,51274.130000000005,0.013834466341446767,0.7629649616466869,10.555213081604315,2.5904398391399246,18852.04857142857,49397.85142857143
2025-06-03,Facebook,1763014,24590,18187.96,49315.66,0.013947705463484691,0.7396486376575844,10.316401344515699,2.711445373752747,19256.84857142857,50649.08142857143
2025-06-04,Facebook,2077409,27733,20694.75,53614.32,0.013349802566562482,0.7462138968016443,9.961808194727181,2.5907208349943827,18937.007142857143,49722.122857142866
2025-06-05,Facebook,1828871,25849,19877.809999999998,51215.65,0.014133856351814862,0.7689972532786568,10.868896712780725,2.5765237719849425,19213.03142857143,49721.114285714284
2025-06-06,Facebook,2106135,27672,23023.78,59690.92,0.013138758911465789,0.8320244290257299,10.931768381419046,2.5925768922392414,19380.225714285712,50208.50428571429
2025-06-07,Facebook,2137730,29275,19443.52,51955.67,0.013694432879736916,0.6641680614859095,9.09540493888377,2.6721329265482794,19366.602857142854,50658.15571428572
2025-06-08,Facebook,2159143,29714,19597.98,51055.9,0.01376194165926018,0.6595537457090933,9.076740169595066,2.6051613482614027,20088.485714285714,52588.892857142855
2025-06-09,Facebook,2021627,27315,19312.14,51243.22,0.013511394535193682,0.7070159253157605,9.552771109606272,2.65342007669787,20019.705714285716,52584.47714285715
2025-06-10,Facebook,1978585,27447,19202.17,53349.479999999996,0.013872034812757603,0.6996090647429591,9.705001301435116,2.778304743682615,20164.592857142856,53160.73714285714
2025-06-11,Facebook,1610079,22446,17013.56,44244.76,0.013940930848734752,0.7579773679051948,10.566910070872298,2.6005586132473155,19638.70857142857,51822.22857142857
2025-06-12,Facebook,1843773,24458,17842.25,48411.04,0.013265190454573313,0.729505683212037,9.677031825501295,2.71328111645112,19347.914285714283,51421.57
2025-06-13,Facebook,2003913,27855,20376.36,50670.45,0.013900304055116166,0.7315153473344104,10.168285748932215,2.486727266302715,18969.71142857143,50132.93142857142
2025-06-14,Facebook,1805376,24181,18749.71,48464.21,0.01339388581658336,0.7753901823745916,10.385487566025027,2.584797844873334,18870.59571428571,49634.15142857143
2025-06-15,Facebook,1884583,24918,18580.24,47109.35,0.013222023121295268,0.7456553495465126,9.859072272221495,2.5354543321291865,18725.204285714284,49070.35857142857
2025-06-16,Facebook,1984820,26938,19931.45,45801.29,0.0135720115677996,0.7399008835102829,10.041943350026703,2.297940691720873,18813.67714285714,48292.94
2025-06-17,Facebook,1977295,26602,19362.98,51031.44,0.013453733509668511,0.727876851364559,9.792661186115375,2.6355158141980213,18836.65,47961.791428571436
2025-06-18,Facebook,1576599,21583,14182.36,37535.36,0.013689593866290668,0.6571079090024556,8.995540400571103,2.6466229879935357,18432.192857142858,47003.305714285714
2025-06-19,Facebook,1360823,18235,13354.41,34858.14,0.013399979277246196,0.732350425006855,9.8134805187743,2.610234372016435,17791.07285714286,45067.177142857145
2025-06-20,Facebook,1708920,24007,16498.93,43998.05,0.014048053741544367,0.6872549673012038,9.654594714790628,2.666721417691935,17237.154285714285,44113.97714285715
2025-06-21,Facebook,1561667,21346,17520.079999999998,44413.67,0.013668727071776505,0.8207664199381616,11.218832183813833,2.535015251071913,17061.492857142857,43535.32857142857
2025-06-22,Facebook,1694355,23666,16651.55,41656.33,0.013967556975958403,0.7036064396180174,9.827663034015893,2.50164879545748,16785.965714285714,42756.32571428572
2025-06-23,Facebook,1736733,23673,14888.76,37603.33,0.01363076535080522,0.6289342288683311,8.572854894793846,2.5256186546092487,16065.581428571428,41585.188571428575
2025-06-24,Facebook,1653992,22541,15737.04,39331.44,0.01362824003985509,0.6981518122532275,9.514580481646828,2.4992908450382028,15547.59,39913.76
2025-06-25,Facebook,1658971,23097,15734.609999999999,42196.87,0.013922485685403784,0.6812404208338745,9.484560007378066,2.6817868380595393,15769.34,40579.69
2025-06-26,Facebook,1461734,19538,13797.25,36198.229999999996,0.01336631699064262,0.7061751458695875,9.438960850606199,2.623582960372538,15832.602857142858,40771.13142857143
2025-06-27,Facebook,1445469,19381,14267.710000000001,36102.32,0.013408104912661565,0.736169960270368,9.87064406085499,2.530351401871779,15513.857142857143,39643.17
2025-06-28,Facebook,1785053,23356,17947.2,45216.45,0.013084205342922591,0.7684192498715534,10.054155254773947,2.5194152848355174,15574.874285714284,39757.85285714286
2025-06-29,Facebook,2089409,28595,19311.25,52999.55,0.013685688153922952,0.6753365973072215,9.242446069678076,2.7444909055602307,15954.83142857143,41378.31285714286
2025-06-30,Facebook,1882478,25296,21399.47,55432.32,0.01343760723896906,0.8459626027830488,11.367713195054604,2.5903594808656476,16884.932857142856,43925.311428571425
2025-07-01,Facebook,1741212,24606,18374.68,49475.450000000004,0.014131535964603965,0.7467560757538811,10.552810341302495,2.692588387933831,17261.73857142857,45374.455714285716
2025-07-02,Facebook,2129652,28422,19072.62,49851.64,0.013345842419324848,0.6710512982900569,8.955744882262454,2.6137803825588724,17738.597142857143,46467.99428571429
2025-07-03,Facebook,1850411,24597,17783.62,42724.24,0.013292722535696124,0.7229995527909907,9.610632448683022,2.4024489951989527,18308.07857142857,47400.28142857143
2025-07-04,Facebook,1904949,26231,19510.89,49233.020000000004,0.013769922449367412,0.7438103770348061,10.242211208804015,2.5233610563126545,19057.104285714286,49276.09571428572
2025-07-05,Facebook,1921192,26068,20427.93,53960.49,0.013568659457253622,0.7836400951357987,10.632945587947482,2.6415055269917214,19411.494285714285,50525.24428571429
2025-07-06,Facebook,2368672,30615,23686.45,61835.55,0.01292496386160684,0.7736877347705373,9.999886012077654,2.6105874877830995,20036.522857142856,51787.530000000006
2025-07-07,Facebook,2211358,29149,20295.329999999998,52892.97,0.01318149300113324,0.6962616213249168,9.177767688452072,2.606164570864332,19878.78857142857,51424.76571428572
2025-07-08,Facebook,1823033,23795,17916.45,47185.84,0.01305242417443897,0.7529501996217693,9.82782538769183,2.633660127982943,19813.327142857142,51097.67857142857
2025-07-09,Facebook,2300391,31138,23495.88,61887.28,0.013535959756406628,0.7545725480120753,10.213863643180659,2.633963060757886,20445.221428571425,52817.055714285714
2025-07-10,Facebook,2333249,31123,22159.26,60253.23,0.01333891067777164,0.7119898467371397,9.497168969107026,2.719099374257083,21070.312857142857,55321.19714285714
2025-07-11,Facebook,1950544,27358,21882.49,56744.92,0.01402583074260309,0.7998570801959208,11.21866002510069,2.5931655858177014,21409.112857142853,56394.32571428571
